hair_bun,0,0,"경단머리,머리","둥글게 말아 올린 머리"
double_bun,0,0,"양경단머리,머리","좌우로 둥글게 올린 머리"
blunt_bangs,0,0,"일자앞머리,앞머리,머리","일자로 자른 앞머리"
sidelocks,0,0,"옆머리,머리","얼굴 옆으로 늘어뜨린 머리"
ahoge,0,0,"바보털,아호게,머리","정수리에 삐친 한 가닥 머리"
drill_hair,0,0,"드릴머리,세로롤,머리","나선형으로 말린 머리"
wavy_hair,0,0,"웨이브머리,물결머리,머리","물결치는 머리"
curly_hair,0,0,"곱슬머리,머리","곱슬거리는 머리"
blonde_hair,0,0,"금발,머리","금색 머리카락"
brown_hair,0,0,"갈색머리,머리","갈색 머리카락"
black_hair,0,0,"검은머리,흑발,머리","검은색 머리카락"
white_hair,0,0,"흰머리,백발,머리","흰색 머리카락"
grey_hair,0,0,"회색머리,은발,머리","회색 머리카락"
red_hair,0,0,"빨간머리,적발,머리","빨간색 머리카락"
blue_hair,0,0,"파란머리,청발,머리","파란색 머리카락"
pink_hair,0,0,"분홍머리,머리","분홍색 머리카락"
purple_hair,0,0,"보라머리,머리","보라색 머리카락"
green_hair,0,0,"초록머리,녹발,머리","초록색 머리카락"
standing,0,0,"서있음,포즈","서 있는 자세"
sitting,0,0,"앉음,앉아있음,포즈","앉아 있는 자세"
lying,0,0,"누움,누워있음,포즈","누워 있는 자세"
kneeling,0,0,"무릎꿇기,포즈","무릎을 꿇은 자세"
squatting,0,0,"쪼그려앉기,포즈","쪼그려 앉은 자세"
arms_up,0,0,"팔들기,만세,포즈","두 팔을 위로 든 자세"
hand_on_own_hip,0,0,"허리에손,포즈","손을 허리에 댄 자세"
v,0,0,"브이,피스사인,포즈","손가락으로 브이를 그림"
spread_legs,0,0,"다리벌림,포즈","다리를 벌린 자세"
crossed_legs,0,0,"다리꼬기,포즈","다리를 꼰 자세"
all_fours,0,0,"엎드림,네발기기,포즈","네 발로 엎드린 자세"
arms_behind_back,0,0,"뒷짐,포즈","두 팔을 등 뒤로 한 자세"
leaning_forward,0,0,"몸기울이기,포즈","상체를 앞으로 숙인 자세"
stretching,0,0,"기지개,포즈","몸을 쭉 펴는 자세"
crossed_arms,0,0,"팔짱,포즈","팔짱을 낀 자세"
hand_on_own_cheek,0,0,"볼에손,포즈","손을 볼에 댄 자세"
looking_at_viewer,0,0,"정면응시,카메라응시,시점","정면(보는 사람)을 바라봄"
looking_back,0,0,"뒤돌아봄,시점","뒤를 돌아보는 모습"
looking_to_the_side,0,0,"옆을봄,시점","옆을 바라봄"
looking_up,0,0,"위를봄,시점","위를 올려다봄"
looking_down,0,0,"아래를봄,시점","아래를 내려다봄"
from_behind,0,0,"뒤에서,후방,시점","뒤에서 본 구도"
from_below,0,0,"아래에서,로우앵글,시점","아래에서 올려다본 구도"
from_above,0,0,"위에서,하이앵글,시점","위에서 내려다본 구도"
from_side,0,0,"옆에서,측면,시점","옆에서 본 구도"
upper_body,0,0,"상반신,시점","상반신 위주 구도"
full_body,0,0,"전신,시점","전신이 보이는 구도"
cowboy_shot,0,0,"허벅지위,카우보이샷,시점","허벅지 위까지 보이는 구도"
portrait,0,0,"얼굴위주,초상,시점","얼굴 위주 구도"
dutch_angle,0,0,"기울인구도,시점","화면을 비스듬히 기울인 구도"
profile,0,0,"옆얼굴,시점","옆얼굴이 보이는 구도"
school_uniform,0,0,"교복,의상","학교 교복"
serafuku,0,0,"세일러복,의상","세일러 칼라의 교복"
bikini,0,0,"비키니,의상","상하 분리 수영복"
swimsuit,0,0,"수영복,의상","수영복"
one-piece_swimsuit,0,0,"원피스수영복,의상","상하 일체형 수영복"
dress,0,0,"드레스,원피스,의상","드레스 형태의 옷"
skirt,0,0,"치마,스커트,의상","치마"
pleated_skirt,0,0,"주름치마,의상","주름이 잡힌 치마"
miniskirt,0,0,"미니스커트,의상","짧은 치마"
shirt,0,0,"셔츠,의상","셔츠"
thighhighs,0,0,"니삭스,오버니삭스,의상","허벅지까지 오는 스타킹"
pantyhose,0,0,"팬티스타킹,의상","허리까지 오는 스타킹"
kneehighs,0,0,"무릎양말,의상","무릎까지 오는 양말"
gloves,0,0,"장갑,의상","장갑"
hat,0,0,"모자,의상","모자"
maid,0,0,"메이드,의상","메이드 복장"
nurse,0,0,"간호사,의상","간호사 복장"
playboy_bunny,0,0,"바니걸,의상","바니걸 복장"
kimono,0,0,"기모노,의상","일본 전통 기모노"
japanese_clothes,0,0,"일본옷,의상","일본 전통 의상"
china_dress,0,0,"차이나드레스,의상","중국풍 드레스(치파오)"
sweater,0,0,"스웨터,의상","스웨터"
hoodie,0,0,"후드티,의상","후드가 달린 상의"
jacket,0,0,"재킷,의상","재킷"
coat,0,0,"코트,의상","코트"
necktie,0,0,"넥타이,의상","넥타이"
ribbon,0,0,"리본,의상","리본 장식"
leotard,0,0,"레오타드,의상","몸에 붙는 일체형 의상"
shorts,0,0,"반바지,의상","짧은 바지"
crop_top,0,0,"크롭탑,의상","배가 드러나는 짧은 상의"
sailor_collar,0,0,"세일러칼라,의상","세일러복식 옷깃"
off_shoulder,0,0,"오프숄더,어깨노출,의상","어깨가 드러나는 의상"
high_heels,0,0,"하이힐,의상","굽 높은 구두"
boots,0,0,"부츠,의상","부츠"
breasts,0,0,"가슴,신체","가슴"
large_breasts,0,0,"큰가슴,거유,신체","큰 가슴"
medium_breasts,0,0,"보통가슴,신체","보통 크기의 가슴"
small_breasts,0,0,"작은가슴,빈유,신체","작은 가슴"
huge_breasts,0,0,"초거유,왕가슴,신체","아주 큰 가슴"
cleavage,0,0,"가슴골,신체","가슴 사이 골"
thighs,0,0,"허벅지,신체","허벅지"
thick_thighs,0,0,"두꺼운허벅지,꿀벅지,신체","두꺼운 허벅지"
wide_hips,0,0,"넓은골반,신체","넓은 골반"
navel,0,0,"배꼽,신체","배꼽"
collarbone,0,0,"쇄골,신체","쇄골"
armpits,0,0,"겨드랑이,신체","겨드랑이"
ass,0,0,"엉덩이,신체","엉덩이"
barefoot,0,0,"맨발,신체","맨발"
midriff,0,0,"맨배,복부노출,신체","드러난 배(허리)"
dark_skin,0,0,"어두운피부,갈색피부,신체","어두운 피부색"
pale_skin,0,0,"창백한피부,신체","창백한 피부색"
mole,0,0,"점,신체","피부의 점"
muscular,0,0,"근육질,신체","근육질 몸"
simple_background,0,0,"단순배경,배경","단순한 단색 배경"
white_background,0,0,"흰배경,배경","흰색 배경"
transparent_background,0,0,"투명배경,배경","투명한 배경"
gradient_background,0,0,"그라데이션배경,배경","색이 점차 변하는 배경"
outdoors,0,0,"야외,바깥,배경","실외 장면"
indoors,0,0,"실내,내부,배경","실내 장면"
beach,0,0,"해변,바닷가,배경","해변"
ocean,0,0,"바다,배경","바다"
bedroom,0,0,"침실,배경","침실"
classroom,0,0,"교실,배경","교실"
night,0,0,"밤,배경","밤 시간대"
sky,0,0,"하늘,배경","하늘"
cherry_blossoms,0,0,"벚꽃,배경","벚꽃"
bath,0,0,"목욕,욕실,배경","목욕 장면"
onsen,0,0,"온천,배경","온천"
pool,0,0,"수영장,배경","수영장"
forest,0,0,"숲,배경","숲"
city,0,0,"도시,배경","도시 풍경"
sunset,0,0,"노을,석양,배경","해질녘 노을"
rain,0,0,"비,배경","비가 내림"
snow,0,0,"눈,배경","눈이 내림"
masterpiece,5,0,"걸작,품질","최고 품질 지시 태그"
best_quality,5,0,"최고품질,품질","최고 품질 지시 태그"
high_quality,5,0,"고품질,품질","높은 품질 지시 태그"
highres,5,0,"고해상도,품질","고해상도 지시 태그"
absurdres,5,0,"초고해상도,품질","초고해상도 지시 태그"
long_sleeves,0,0,"긴소매,롱슬리브,의상","소매가 긴 상의"
holding,0,0,"들고있음,손에듦,쥠,포즈","무언가를 손에 들고 있음"
bow,0,0,"리본,나비매듭,보우,의상","리본 모양 장식"
jewelry,0,0,"장신구,액세서리,주얼리,의상","목걸이·반지 등 장신구"
bare_shoulders,0,0,"맨어깨,드러난어깨,신체","어깨가 드러남"
white_shirt,0,0,"흰셔츠,하얀셔츠,의상","흰색 셔츠"
male_focus,0,0,"남성중심,남자위주,인원","남성 인물에 초점을 둔 구도"
multicolored_hair,0,0,"멀티컬러머리,여러색머리,투톤,머리","두 가지 이상 색이 섞인 머리"
monochrome,0,0,"흑백,단색,모노크롬,형식","흑백/단색으로 표현된 그림"
short_sleeves,0,0,"반소매,짧은소매,의상","소매가 짧은 상의"
flower,0,0,"꽃,플라워,소품","꽃"
weapon,0,0,"무기,웨폰,소품","무기"
heart,0,0,"하트,하트기호,형식","하트 기호/장식"
:d,0,0,"활짝웃음,입벌린웃음,표정","입을 벌리고 활짝 웃는 표정(:D)"
hetero,0,0,"남녀,이성,인원","남녀 조합"
comic,0,0,"만화,코믹,칸만화,형식","여러 칸으로 된 만화 형식"
hair_bow,0,0,"머리리본,헤어보우,머리","머리에 단 리본"
sweat,0,0,"땀,식은땀,신체","땀이 남"
greyscale,0,0,"그레이스케일,회색조,흑백,형식","회색 음영만으로 표현"
frills,0,0,"프릴,주름장식,의상","프릴 장식"
open_clothes,0,0,"풀어헤친옷,열린옷,의상","앞을 풀어헤친 옷"
parted_lips,0,0,"벌어진입술,살짝벌린입,표정","살짝 벌어진 입술"
teeth,0,0,"이,치아,드러난이,표정","이가 드러남"
multiple_boys,0,0,"여러남자,남성여럿,인원","여러 명의 남성"
collared_shirt,0,0,"카라셔츠,깃셔츠,의상","깃이 있는 셔츠"
food,0,0,"음식,먹을것,푸드,소품","음식"
black_gloves,0,0,"검은장갑,블랙글러브,의상","검은색 장갑"
alternate_costume,0,0,"대체의상,다른의상,의상","원작과 다른 의상"
sleeveless,0,0,"민소매,슬리브리스,의상","소매가 없는 옷"
detached_sleeves,0,0,"분리형소매,탈착소매,의상","팔에만 끼우는 분리형 소매"
pants,0,0,"바지,팬츠,의상","바지"
shoes,0,0,"신발,구두,슈즈,의상","신발"
virtual_youtuber,0,0,"버추얼유튜버,브이튜버,형식","버추얼 유튜버 관련"
pointy_ears,0,0,"뾰족귀,엘프귀,신체","뾰족한 귀(엘프 등)"
tongue,0,0,"혀,텅,표정","혀"
artist_name,0,0,"작가명,서명,형식","그림에 적힌 작가 이름(보통 네거티브)"
solo_focus,0,0,"한명초점,솔로포커스,인원","한 인물에 초점(타인 일부 존재)"
hand_up,0,0,"손을듦,손올림,포즈","손을 들어 올림"
puffy_sleeves,0,0,"부푼소매,퍼프소매,의상","부풀린 소매"
black_thighhighs,0,0,"검은니삭스,검은오버니삭스,의상","검은색 허벅지 양말"
belt,0,0,"벨트,허리띠,의상","벨트"
day,0,0,"낮,대낮,주간,배경","낮 시간대"
official_alternate_costume,0,0,"공식대체의상,공식다른의상,의상","공식에서 나온 다른 의상"
fang,0,0,"송곳니,덧니,팽,표정","드러난 송곳니"
elbow_gloves,0,0,"롱글러브,팔꿈치장갑,의상","팔꿈치까지 오는 긴 장갑"
bowtie,0,0,"나비넥타이,보타이,의상","나비넥타이"
2boys,0,0,"남자둘,남성둘,인원","남성 두 명"
white_gloves,0,0,"흰장갑,하얀장갑,의상","흰색 장갑"
black_skirt,0,0,"검은치마,블랙스커트,의상","검은색 치마"
hood,0,0,"후드,모자달린옷,의상","후드"
signature,0,0,"서명,사인,형식","그림에 적힌 서명(보통 네거티브)"
black_footwear,0,0,"검은신발,블랙슈즈,의상","검은색 신발"
hair_flower,0,0,"머리꽃,헤어플라워,머리","머리에 단 꽃 장식"
sword,0,0,"검,칼,소드,소품","검"
stomach,0,0,"배,복부,스토먹,신체","배/복부"
speech_bubble,0,0,"말풍선,스피치버블,형식","대사를 담은 말풍선"
white_dress,0,0,"흰원피스,하얀드레스,의상","흰색 드레스"
twitter_username,0,0,"트위터아이디,트위터유저명,형식","트위터 아이디 표기(보통 네거티브)"
looking_at_another,0,0,"다른사람봄,상대바라봄,시점","다른 인물을 바라봄"
grey_background,0,0,"회색배경,그레이배경,배경","회색 단색 배경"
holding_weapon,0,0,"무기를듦,무기쥠,포즈","무기를 손에 듦"
fingerless_gloves,0,0,"핑거리스장갑,손가락없는장갑,의상","손가락 부분이 없는 장갑"
wide_sleeves,0,0,"넓은소매,와이드슬리브,의상","폭이 넓은 소매"
on_back,0,0,"누움,등대고누움,포즈","등을 바닥에 대고 누운 자세"
streaked_hair,0,0,"브릿지머리,하이라이트염색,머리","부분 염색/하이라이트가 들어간 머리"
hair_over_one_eye,0,0,"한눈가린머리,한쪽눈머리,머리","한쪽 눈을 덮는 머리"
3girls,0,0,"여자셋,소녀셋,인원","여성 세 명"
chibi,0,0,"치비,데포르메,2등신,형식","2~3등신으로 귀엽게 그린 그림"
open_jacket,0,0,"열린재킷,풀어헤친재킷,의상","앞을 연 재킷"
nail_polish,0,0,"매니큐어,네일,신체","칠한 손톱(매니큐어)"
two-tone_hair,0,0,"투톤머리,두색머리,머리","두 가지 색으로 나뉜 머리"
english_text,0,0,"영어텍스트,영문,형식","영어 텍스트가 들어감"
star_(symbol),0,0,"별,별기호,스타,형식","별 모양 기호/장식"
striped_clothes,0,0,"줄무늬옷,스트라이프,의상","줄무늬 무늬 옷"
black_dress,0,0,"검은드레스,블랙원피스,의상","검은색 드레스"
black_jacket,0,0,"검은재킷,블랙재킷,의상","검은색 재킷"
sweatdrop,0,0,"땀방울,식은땀방울,표정","당황·곤란을 나타내는 땀방울"
blurry,0,0,"흐릿함,블러,형식","초점이 흐릿한 처리"
bag,0,0,"가방,백,소품","가방"
water,0,0,"물,워터,배경","물"
yuri,0,0,"백합,여성간,걸스러브,인원","여성 간의 관계(백합)"
vest,0,0,"조끼,베스트,의상","조끼"
cape,0,0,"망토,케이프,의상","망토"
white_thighhighs,0,0,"흰니삭스,하얀오버니삭스,의상","흰색 허벅지 양말"
black_shirt,0,0,"검은셔츠,블랙셔츠,의상","검은색 셔츠"
armor,0,0,"갑옷,아머,의상","갑옷"
scarf,0,0,"목도리,스카프,머플러,의상","목에 두르는 목도리"
red_bow,0,0,"빨간리본,레드보우,의상","빨간색 리본 장식"
arm_up,0,0,"팔들어올림,팔올림,포즈","팔을 위로 들어 올림"
character_name,0,0,"캐릭터이름,캐릭명,형식","캐릭터 이름 표기"
animal_ear_fluff,0,0,"동물귀털,귀털,신체","동물 귀 안쪽의 털"
blue_sky,0,0,"파란하늘,맑은하늘,배경","파란 하늘"
black_pantyhose,0,0,"검은팬티스타킹,검은스타킹,의상","검은색 팬티스타킹"
parted_bangs,0,0,"가르마앞머리,갈라진앞머리,머리","가운데로 갈라진 앞머리"
bracelet,0,0,"팔찌,브레이슬릿,의상","팔찌"
collar,0,0,"초커,목줄,칼라,의상","목에 두른 초커/목줄"
:o,0,0,"놀란입,입둥글게,표정","놀라 입을 둥글게 벌린 표정(:O)"
dated,0,0,"날짜표기,데이트,형식","그림에 날짜가 적힘"
grey_eyes,0,0,"회색눈,그레이아이,눈","회색 눈동자"
cup,0,0,"컵,잔,소품","컵"
red_ribbon,0,0,"빨간끈,레드리본,의상","빨간색 리본 끈"
fingernails,0,0,"손톱,핑거네일,신체","손톱"
dark-skinned_female,0,0,"갈색피부여성,흑갈색피부여자,신체","피부가 어두운/갈색인 여성"
side_ponytail,0,0,"사이드포니테일,한쪽묶음,머리","한쪽으로 묶은 포니테일"
puffy_short_sleeves,0,0,"부푼반소매,퍼프반소매,의상","부풀린 반소매"
v-shaped_eyebrows,0,0,"브이눈썹,치켜올라간눈썹,표정","V자로 치켜 올라간 눈썹"
flat_chest,0,0,"빈유,납작가슴,플랫,신체","납작한 가슴"
blue_skirt,0,0,"파란치마,블루스커트,의상","파란색 치마"
two_side_up,0,0,"양갈래올림,투사이드업,머리","양쪽으로 묶어 올린 머리"
neckerchief,0,0,"네커치프,목수건,의상","목에 두르는 작은 스카프"
orange_eyes,0,0,"주황눈,오렌지아이,눈","주황색 눈동자"
eyelashes,0,0,"속눈썹,아이래시,눈","속눈썹"
tree,0,0,"나무,트리,배경","나무"
symbol-shaped_pupils,0,0,"기호동공,심볼눈동자,눈","기호 모양의 동공"
multiple_views,0,0,"여러시점,다각도,형식","같은 대상을 여러 각도로 보여줌"
sleeves_past_wrists,0,0,"손목덮는소매,긴소매끝,의상","손목을 덮는 긴 소매"
fur_trim,0,0,"털장식,퍼트림,의상","가장자리에 털이 달린 장식"
mole_under_eye,0,0,"눈밑점,애교점,신체","눈 아래의 점"
clothing_cutout,0,0,"옷컷아웃,노출구멍,의상","피부가 드러나는 옷의 뚫린 부분"
strapless,0,0,"스트랩리스,어깨끈없음,의상","어깨끈이 없는 옷"
toes,0,0,"발가락,토우,신체","발가락"
black_choker,0,0,"검은초커,블랙초커,의상","검은색 초커"
upper_teeth_only,0,0,"윗니,윗니만,표정","윗니만 드러남"
legs,0,0,"다리,레그,신체","다리"
wrist_cuffs,0,0,"손목커프스,리스트커프,의상","손목에 두른 커프스"
feet_out_of_frame,0,0,"발화면밖,발잘림,형식","발이 화면 밖으로 벗어난 구도"
sketch,0,0,"스케치,러프,형식","스케치/러프 그림"
sleeveless_shirt,0,0,"민소매셔츠,슬리브리스셔츠,의상","소매 없는 셔츠"
sleeveless_dress,0,0,"민소매드레스,슬리브리스원피스,의상","소매 없는 드레스"
wet,0,0,"젖음,젖은,웻,신체","젖은 상태"
sparkle,0,0,"반짝임,스파클,형식","반짝이는 효과"
groin,0,0,"사타구니,아랫배라인,신체","사타구니/아랫배 라인"
no_humans,0,0,"인물없음,사람없음,인원","인물이 없는 그림"
fake_animal_ears,0,0,"가짜동물귀,머리띠귀,의상","머리띠 형태의 가짜 동물 귀"
pokemon_(creature),0,0,"포켓몬,포켓몬생물,소품","포켓몬 생물 캐릭터"
torn_clothes,0,0,"찢어진옷,헤진옷,의상","찢어진 옷"
gun,0,0,"총,건,소품","총"
maid_headdress,0,0,"메이드머리장식,메이드카츄샤,의상","메이드복의 머리 장식"
pillow,0,0,"베개,필로우,소품","베개"
thigh_strap,0,0,"허벅지밴드,레그밴드,의상","허벅지에 두른 밴드/스트랩"
black_pants,0,0,"검은바지,블랙팬츠,의상","검은색 바지"
short_shorts,0,0,"핫팬츠,짧은반바지,의상","아주 짧은 반바지"
buttons,0,0,"단추,버튼,의상","단추"
ascot,0,0,"애스콧,애스콧타이,의상","애스콧 타이"
head_tilt,0,0,"고개기울임,갸웃,포즈","고개를 옆으로 기울임"
sash,0,0,"장식띠,새시,의상","허리에 두른 장식 띠"
lips,0,0,"입술,립스,신체","입술"
bare_arms,0,0,"맨팔,드러난팔,신체","드러난 팔"
book,0,0,"책,북,소품","책"
neck_ribbon,0,0,"목리본,넥리본,의상","목에 두른 리본"
black_bow,0,0,"검은리본,블랙보우,의상","검은색 리본 장식"
gradient_hair,0,0,"그라데이션머리,그라데이션헤어,머리","색이 점층되는 머리"
cosplay,0,0,"코스프레,코스튬,의상","코스프레 의상"
border,0,0,"테두리,보더,형식","그림 가장자리 테두리"
bare_legs,0,0,"맨다리,드러난다리,신체","드러난 다리"
tattoo,0,0,"문신,타투,신체","문신"
zettai_ryouiki,0,0,"절대영역,자레,의상","치마와 니삭스 사이로 드러난 맨 허벅지"
plaid_clothes,0,0,"체크무늬옷,타탄,의상","체크무늬 옷"
covered_navel,0,0,"덮인배꼽,배꼽윤곽,의상","옷에 덮여 윤곽이 드러난 배꼽"
black_ribbon,0,0,"검은끈,블랙리본,의상","검은색 리본 끈"
window,0,0,"창문,윈도우,배경","창문"
colored_skin,0,0,"특이피부색,컬러스킨,신체","사람과 다른 색의 피부"
detached_collar,0,0,"분리형칼라,탈착칼라,의상","목에만 두르는 분리형 칼라"
petals,0,0,"꽃잎,페탈,배경","흩날리는 꽃잎"
single_braid,0,0,"한갈래땋기,싱글브레이드,머리","하나로 땋은 머리"
blurry_background,0,0,"흐린배경,블러배경,배경","초점이 흐릿한 배경"
blood,0,0,"피,블러드,형식","피"
floating_hair,0,0,"흩날리는머리,날리는머리,머리","바람에 흩날리는 머리"
shiny_skin,0,0,"윤기피부,반짝피부,신체","윤기 나는 피부"
makeup,0,0,"화장,메이크업,신체","화장"
mask,0,0,"마스크,가면,의상","마스크/가면"
facial_hair,0,0,"수염,페이셜헤어,신체","얼굴 수염"
dress_shirt,0,0,"드레스셔츠,와이셔츠,의상","드레스 셔츠"
pov,0,0,"1인칭시점,피오브이,시점","보는 사람 1인칭 시점"
black_shorts,0,0,"검은반바지,블랙쇼츠,의상","검은색 반바지"
bodysuit,0,0,"보디슈트,전신타이즈,의상","몸에 밀착되는 전신 슈트"
blue_background,0,0,"파란배경,블루배경,배경","파란색 단색 배경"
hug,0,0,"포옹,껴안기,허그,포즈","껴안는 자세"
blue_dress,0,0,"파란드레스,블루원피스,의상","파란색 드레스"
swept_bangs,0,0,"쓸어넘긴앞머리,스웹트뱅,머리","한쪽으로 쓸어넘긴 앞머리"
horse_ears,0,0,"말귀,호스이어,신체","말의 귀"
shadow,0,0,"그림자,섀도우,형식","그림자"
bell,0,0,"방울,벨,의상","방울 장식"
capelet,0,0,"짧은망토,케이플릿,의상","어깨를 덮는 짧은 망토"
copyright_name,0,0,"저작권명,판권표기,형식","작품 저작권명 표기"
turtleneck,0,0,"터틀넥,목폴라,의상","목까지 올라오는 터틀넥"
open_shirt,0,0,"풀어헤친셔츠,오픈셔츠,의상","앞을 풀어헤친 셔츠"
:3,0,0,"고양이입,냐옹입,표정","고양이 입 모양 표정(:3)"
blue_bow,0,0,"파란리본,블루보우,의상","파란색 리본"
horse_girl,0,0,"말의인화,우마무스메,신체","말을 의인화한 캐릭터"
hair_intakes,0,0,"안테나옆머리,헤어인테이크,머리","뿔처럼 솟은 옆머리"
skindentation,0,0,"살자국,눌린살,신체","조이는 옷에 눌려 생긴 살 자국"
black_bikini,0,0,"검은비키니,블랙비키니,의상","검은색 비키니"
highleg,0,0,"하이레그,다리깊게판,의상","다리 라인을 깊게 판 디자인"
white_jacket,0,0,"흰재킷,화이트재킷,의상","흰색 재킷"
low_twintails,0,0,"로우트윈테일,낮은양갈래,머리","낮게 묶은 트윈테일"
white_socks,0,0,"흰양말,화이트삭스,의상","흰색 양말"
watermark,0,0,"워터마크,로고표기,형식","그림에 박힌 워터마크"
4girls,0,0,"여자넷,소녀넷,인원","여성 네 명"
red_skirt,0,0,"빨간치마,레드스커트,의상","빨간색 치마"
scar,0,0,"흉터,스카,신체","흉터"
on_bed,0,0,"침대위,온베드,포즈","침대 위에 있음"
^_^,0,0,"웃는눈,방긋,표정","웃어서 눈이 휘어진 표정(^_^)"
brown_footwear,0,0,"갈색신발,브라운슈즈,의상","갈색 신발"
siblings,0,0,"형제,자매,남매,인원","형제·자매 관계"
fruit,0,0,"과일,프루트,소품","과일"
piercing,0,0,"피어싱,뚫은귀,의상","피어싱"
black_hat,0,0,"검은모자,블랙햇,의상","검은색 모자"
frown,0,0,"찡그림,시무룩,프라운,표정","찡그리거나 시무룩한 표정"
alternate_hairstyle,0,0,"다른머리,헤어변경,머리","원작과 다른 헤어스타일"
holding_sword,0,0,"검을듦,칼쥠,포즈","검을 손에 듦"
bed,0,0,"침대,베드,배경","침대"
rose,0,0,"장미,로즈,소품","장미"
bird,0,0,"새,버드,배경","새"
chinese_clothes,0,0,"중국옷,차이나복,의상","중국풍 의상"
nose_blush,0,0,"코홍조,코끝빨개짐,표정","코끝이 붉어진 홍조"
leaf,0,0,"나뭇잎,리프,배경","나뭇잎"
one_side_up,0,0,"한쪽올림,원사이드업,머리","한쪽만 묶어 올린 머리"
fox_tail,0,0,"여우꼬리,폭스테일,신체","여우 꼬리"
fangs,0,0,"송곳니,덧니들,표정","드러난 송곳니(여러 개)"
soles,0,0,"발바닥,솔,신체","발바닥"
chain,0,0,"체인,사슬,의상","체인 장식"
animal,0,0,"동물,애니멀,배경","동물"
depth_of_field,0,0,"아웃포커싱,심도,형식","피사계 심도를 살린 흐림"
blush_stickers,0,0,"볼터치,홍조표시,표정","볼에 찍은 홍조 표시"
beret,0,0,"베레모,베레,의상","베레모"
glowing,0,0,"빛남,발광,글로우,형식","빛나는 효과"
halterneck,0,0,"홀터넥,목뒤끈,의상","목 뒤로 끈을 묶는 디자인"
white_footwear,0,0,"흰신발,화이트슈즈,의상","흰색 신발"
military,0,0,"군복,밀리터리,의상","군복풍 의상"
holding_hands,0,0,"손잡기,손을잡음,포즈","손을 맞잡음"
thick_eyebrows,0,0,"두꺼운눈썹,굵은눈썹,표정","두껍고 굵은 눈썹"
witch_hat,0,0,"마녀모자,위치햇,의상","뾰족한 마녀 모자"
headband,0,0,"헤어밴드,머리띠,의상","머리에 두르는 밴드"
4koma,0,0,"4컷만화,사컷,형식","네 칸으로 된 만화"
muscular_male,0,0,"근육남,머슬남,신체","근육질의 남성"
blue_shirt,0,0,"파란셔츠,블루셔츠,의상","파란색 셔츠"
