arms_up,0,0,"팔들기,만세"
hand_on_own_hip,0,0,"허리에손"
hands_up,0,0,"손들기"
v,0,0,"브이,피스사인"
spread_legs,0,0,"다리벌림"
crossed_legs,0,0,"다리꼬기"
all_fours,0,0,"엎드림,네발기기"
arms_behind_back,0,0,"뒷짐"
hand_on_own_chest,0,0,"가슴에손"
simple_background,0,0,"단순배경"
white_background,0,0,"흰배경"
transparent_background,0,0,"투명배경"
outdoors,0,0,"야외,바깥"
indoors,0,0,"실내,내부"
beach,0,0,"해변,바닷가"
ocean,0,0,"바다"
bedroom,0,0,"침실"
classroom,0,0,"교실"
night,0,0,"밤"
sky,0,0,"하늘"
cloud,0,0,"구름"
cherry_blossoms,0,0,"벚꽃"
bath,0,0,"목욕"
onsen,0,0,"온천"
pool,0,0,"수영장"
forest,0,0,"숲"
city,0,0,"도시"
sunset,0,0,"노을,석양"
rain,0,0,"비"
snow,0,0,"눈"
1girl,0,0,"소녀,여자한명,여성한명"
2girls,0,0,"소녀둘,여자둘"
solo,0,0,"혼자,솔로"
multiple_girls,0,0,"여러소녀,다수여성"
1boy,0,0,"소년,남자한명"
upper_body,0,0,"상반신"
full_body,0,0,"전신"
cowboy_shot,0,0,"허벅지위,카우보이샷"
portrait,0,0,"얼굴초상"
from_behind,0,0,"뒤에서,후방"
from_below,0,0,"아래에서,로우앵글"
from_above,0,0,"위에서,하이앵글"
nipples,0,0,"유두,젖꼭지"
pussy,0,0,"음부,보지"
penis,0,0,"자지,음경"
sex,0,0,"섹스,성교"
oral,0,0,"오럴,구강성교"
fellatio,0,0,"펠라치오"
cum,0,0,"정액,사정"
censored,0,0,"검열,모자이크"
uncensored,0,0,"무검열,무수정"
original,3,0,"오리지널,창작"
touhou,3,0,"동방프로젝트,동방"
kantai_collection,3,0,"칸코레,함대컬렉션"
fate_(series),3,0,"페이트,페이트시리즈"
pokemon,3,0,"포켓몬,포켓몬스터"
blue_archive,3,0,"블루아카이브,블아"
fate/grand_order,3,0,"페이트그랜드오더,FGO"
idolmaster,3,0,"아이돌마스터,아이마스"
genshin_impact,3,0,"원신"
hololive,3,0,"홀로라이브"
vocaloid,3,0,"보컬로이드,보카로"
arknights,3,0,"명일방주,아크나이츠"
azur_lane,3,0,"아주르레인,벽람항로"
idolmaster_cinderella_girls,3,0,"신데렐라걸즈,데레마스"
umamusume,3,0,"우마무스메,말딸"
honkai_(series),3,0,"붕괴시리즈,붕괴"
fire_emblem,3,0,"파이어엠블렘,파엠"
love_live!,3,0,"러브라이브"
final_fantasy,3,0,"파이널판타지,파판"
mahou_shoujo_madoka_magica,3,0,"마법소녀마도카마기카,마마마"
hololive_english,3,0,"홀로라이브EN,홀로EN"
girls_und_panzer,3,0,"걸즈앤판처,걸판"
girls'_frontline,3,0,"소녀전선,돌즈프론트라인"
nijisanji,3,0,"니지산지"
honkai:_star_rail,3,0,"붕괴스타레일,붕스"
mahou_shoujo_madoka_magica_(anime),3,0,"마도카마기카애니"
precure,3,0,"프리큐어"
danganronpa_(series),3,0,"단간론파"
kemono_friends,3,0,"케모노프렌즈,케모프"
gundam,3,0,"건담"
granblue_fantasy,3,0,"그랑블루판타지,그블"
jojo_no_kimyou_na_bouken,3,0,"죠죠의기묘한모험,죠죠"
indie_virtual_youtuber,3,0,"인디버튜버"
fate/stay_night,3,0,"페이트스테이나이트"
idolmaster_shiny_colors,3,0,"샤이니컬러즈,샤니마스"
idolmaster_(classic),3,0,"아이마스클래식"
love_live!_school_idol_project,3,0,"러브라이브스쿨아이돌프로젝트"
one_piece,3,0,"원피스"
persona,3,0,"페르소나"
honkai_impact_3rd,3,0,"붕괴3rd"
boku_no_hero_academia,3,0,"나의히어로아카데미아,히로아카"
neon_genesis_evangelion,3,0,"신세기에반게리온,에반게리온"
league_of_legends,3,0,"리그오브레전드,롤"
the_legend_of_zelda,3,0,"젤다의전설,젤다"
pokemon_swsh,3,0,"포켓몬소드실드"
yu-gi-oh!,3,0,"유희왕"
final_fantasy_xiv,3,0,"파이널판타지14"
final_fantasy_vii,3,0,"파이널판타지7"
k-on!,3,0,"케이온"
splatoon_(series),3,0,"스플래툰"
fire_emblem_heroes,3,0,"파이어엠블렘히어로즈,페히"
street_fighter,3,0,"스트리트파이터,스파"
chainsaw_man,3,0,"체인소맨"
lyrical_nanoha,3,0,"리리컬나노하,나노하"
princess_connect!,3,0,"프린세스커넥트,프리코네"
suzumiya_haruhi_no_yuuutsu,3,0,"스즈미야하루히의우울,하루히"
zenless_zone_zero,3,0,"젠레스존제로,젠존제"
toaru_majutsu_no_index,3,0,"어떤마술의금서목록,금서목록"
idolmaster_million_live!,3,0,"밀리언라이브,밀리마스"
world_witches_series,3,0,"월드위치스,스트라이크위치스"
hatsune_miku,4,0,"하츠네미쿠,미쿠"
hakurei_reimu,4,0,"하쿠레이레이무,레이무"
kirisame_marisa,4,0,"키리사메마리사,마리사"
remilia_scarlet,4,0,"레밀리아스칼렛,레밀리아"
flandre_scarlet,4,0,"플랑드르스칼렛,플랑"
izayoi_sakuya,4,0,"이자요이사쿠야,사쿠야"
artoria_pendragon_(fate),4,0,"아르토리아펜드래곤,알토리아"
admiral_(kancolle),4,0,"제독,칸코레제독"
kochiya_sanae,4,0,"코치야사나에,사나에"
konpaku_youmu,4,0,"곤파쿠요우무,요우무"
komeiji_koishi,4,0,"코메이지코이시,코이시"
alice_margatroid,4,0,"앨리스마가트로이드,앨리스"
cirno,4,0,"치르노"
patchouli_knowledge,4,0,"파츄리널릿지,파츄리"
yakumo_yukari,4,0,"야쿠모유카리,유카리"
shameimaru_aya,4,0,"샤메이마루아야,아야"
reisen_udongein_inaba,4,0,"레이센우동게인이나바,레이센"
fujiwara_no_mokou,4,0,"후지와라노모코우,모코우"
akemi_homura,4,0,"아케미호무라,호무라"
komeiji_satori,4,0,"코메이지사토리,사토리"
kaname_madoka,4,0,"카나메마도카,마도카"
hong_meiling,4,0,"홍메이링,메이링"
saigyouji_yuyuko,4,0,"사이교우지유유코,유유코"
inubashiri_momiji,4,0,"이누바시리모미지,모미지"
kaga_(kancolle),4,0,"카가,칸코레카가"
kagamine_rin,4,0,"카가미네린,린"
yakumo_ran,4,0,"야쿠모란,란"
kaenbyou_rin,4,0,"카엔뵤린,오린"
konpaku_youmu_(ghost),4,0,"요우무반령"
rumia,4,0,"루미아"
moriya_suwako,4,0,"모리야스와코,스와코"
sensei_(blue_archive),4,0,"선생님,블아선생"
shimakaze_(kancolle),4,0,"시마카제"
miki_sayaka,4,0,"미키사야카,사야카"
ganyu_(genshin_impact),4,0,"감우,원신감우"
chen,4,0,"첸"
reiuji_utsuho,4,0,"레이우지우츠호,우츠호"
kazami_yuuka,4,0,"카자미유카,유카"
warrior_of_light_(ff14),4,0,"빛의전사"
saber_(fate),4,0,"세이버"
mash_kyrielight,4,0,"마슈키리에라이트,마슈"
hibiki_(kancolle),4,0,"히비키"
tatara_kogasa,4,0,"타타라코가사,코가사"
kawashiro_nitori,4,0,"카와시로니토리,니토리"
shigure_(kancolle),4,0,"시구레"
kamishirasawa_keine,4,0,"카미시라사와케이네,케이네"
hinanawi_tenshi,4,0,"히나나위텐시,텐시"
sakura_kyoko,4,0,"사쿠라쿄코,쿄코"
lumine_(genshin_impact),4,0,"루미네,형광"
tomoe_mami,4,0,"토모에마미,마미"
raiden_shogun,4,0,"라이덴쇼군,뇌전장군"
link,4,0,"링크"
houraisan_kaguya,4,0,"호라이산카구야,카구야"
mystia_lorelei,4,0,"미스티아로렐라이,미스티아"
souryuu_asuka_langley,4,0,"소류아스카랑그레이,아스카"
koakuma,4,0,"코아쿠마"
inaba_tewi,4,0,"이나바테위,테위"
ibuki_suika,4,0,"이부키스이카,스이카"
houshou_marine,4,0,"호쇼마린,마린"
kongou_(kancolle),4,0,"콩고"
gawr_gura,4,0,"가우르구라,구라"
kagamine_len,4,0,"카가미네렌,렌"
nazrin,4,0,"나즈린"
fujimaru_ritsuka_(male),4,0,"후지마루리츠카남,구다오"
hijiri_byakuren,4,0,"히지리뱌쿠렌,뱌쿠렌"
inazuma_(kancolle),4,0,"이나즈마"
inkling_player_character,4,0,"잉클링"
tamamo_(fate),4,0,"타마모"
akagi_(kancolle),4,0,"아카기"
fujimaru_ritsuka_(female),4,0,"후지마루리츠카여,구다코"
houjuu_nue,4,0,"호주누에,누에"
gotoh_hitori,4,0,"고토히토리,봇치"
pikachu,4,0,"피카츄"
akemi_homura_(magical_girl),4,0,"마법소녀호무라"
yuuka_(blue_archive),4,0,"유우카,블아유우카"
jeanne_d'arc_alter_(fate),4,0,"잔다르크얼터,흑잔"
princess_zelda,4,0,"젤다공주,젤다"
megurine_luka,4,0,"메구리네루카,루카"
hu_tao_(genshin_impact),4,0,"호두,원신호두"
yasaka_kanako,4,0,"야사카카나코,카나코"
yagokoro_eirin,4,0,"야고코로에이린,에이린"
asuna_(blue_archive),4,0,"아스나,블아아스나"
tifa_lockhart,4,0,"티파록하트,티파"
yuudachi_(kancolle),4,0,"유다치"
tenryuu_(kancolle),4,0,"텐류"
mizuhashi_parsee,4,0,"미즈하시파르시,파르시"
fubuki_(kancolle),4,0,"후부키,칸코레후부키"
scaramouche_(genshin_impact),4,0,"스카라무슈,방랑자"
abigail_williams_(fate),4,0,"아비게일윌리엄스,아비게일"
ikazuchi_(kancolle),4,0,"이카즈치"
shirakami_fubuki,4,0,"시라카미후부키,홀로후부키"
inkling_girl,4,0,"잉클링소녀"
doodle_sensei_(blue_archive),4,0,"낙서선생"
gardevoir,4,0,"가디안"
kagiyama_hina,4,0,"카기야마히나,히나"
hoshimachi_suisei,4,0,"호시마치스이세이,스이세이"
akatsuki_(kancolle),4,0,"아카츠키"
zuikaku_(kancolle),4,0,"즈이카쿠"
akiyama_mio,4,0,"아키야마미오,미오"
suzumiya_haruhi,4,0,"스즈미야하루히,하루히"
